Name,Description
Miranda de Can Jorba,"Està al costa de l'agulla de Can Jorba a la qual està unida per un collet. No és més que un morro rocós d'aquesta agulla situada al marge esquerra del torrent del Migdia en la seva part alta on hi ha el Joc de l'Oca. Des d’aquesta miranda es té una bona panoràmica de la masia de can Jorba i les seves rodalies. La primera ascensió la feren JM Torras, JM Belenguer, A. Jané, Tomàs i J.Milà el 1 d emaig de 1968."
Punta del mirador de la coma d'en Pastor,Petita roca situada al marge est del torrent de la Coma d'en Pastor.
Roca de la Castanyada,"Agulla  solitària, fàcil de distinguir perquè emergeix en un petit serrat que es troba entre el clot del Boixar i el clot de l'Estevet."
Roca de la Joaneta,Petita agulla situada al darrera de les roques de sant Miquel i roca del Joanet.  En Xavi Rosell i en Pep Rigol en feren el 24 de desembre de 2005 la primera ascensió.
Roca de la Pluja,Roca grossa de forma quadrada quasi tocant a la parer de la cinglera anomenada de la Pluja.
Roca de sant Miquel,Roca alta amb una cara sud rematada per una arrodonida bola grossa.
Roca del Joanet,Roca situada per sobre de la roca de Sant Miquel
Roca Mur,"Roca allargassada abocada damunt del torrent del Migdia, en la seva part superior, i situada abans d'iniciar-se el tram superior del Joc de l'Oca."
Roca d'en Marcel,"Roca que es troba propera a les Esquerdades. No confondre amb una roca del mateixa nom que es troba a la secció de sant Pere . La primera ascensió fou feta per Marcel Millet, Ramon Millet i Josep Barberà el 12 d'octubre de 1972."
Roca Falca,Pedra encastada damunt d'altres roques que li fan de base
Roca inferior del Joanet,Roca situada per spta de la roca del Joanet
Serrat de la Palomera - Agulla del Quico,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - El roc del Ramat,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - El Turó del Pi,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - La Guaitanda del Diaca,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - Punta Carles Sabater,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - roca 263,Serrat que està unit al nord amb el Faraó pel coll de Mosset i que és una talaia esplèndida sobre la casa de can Jorba. S’estén en direcció sud. Les cotes 263 i 264 culminen el serrat de la Palomera.
Serrat de la Palomera - roca 264,Serrat que està unit al nord amb el Faraó pel coll de Mosset i que és una talaia esplèndida sobre la casa de can Jorba. S’estén en direcció sud. Les cotes 263 i 264 culminen el serrat de la Palomera.
Serrat de la Palomera - Roca del Torrent de la Coma d'en Pastor,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - Roca inferior del Turó del Pí,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Agulla de la Font de la Cadireta,Al costat mateix de la font de la Cadireta s'enlaira una gran agulla. La primera ascensió la feren Josep barberà i Vicenç Soto el 26 de juny de 1970.
Agulla de l'Oblit,Agulla situada a sota de la roca del collet de la Creu. S'identifica per un gran pi a l'inici d'una via d'escalada. David Hita destaca que aquesta agulla no sigui esmentada en el Montserrat Pam a Pam ni en el mapa d'en Semir
Boleta dels Plecs,"Seguint avall el torrent del Migdia, més enllà de l'indret dels Plecs, veiem a la dreta i damunt el torrent aquesta torca d'asoecte arrodonit."
El Globus,Roca d'aspecte arrodonit situada entre la roca Plana dels Llamps i el Patufet.
El Patufet,"A la part sud d'una carena descendent dels Ecos, es troba aquesta roca."
La Cajoleta,Es troba a la part oest de la Boleta dels Plecs i per damunt d'aquesta roca. Des del torrent del Migdia aquesta roca presenta una grandiosa paret sud i un gran balma.
La Rampa de l'Esfinx,"Curiosíssima roca que té l'aresta Bruc llarguíssima i es troba a l’esquerra i a sota del turó del Montgròs, fent coll amb l'agulla de l’Esfinx del Montgròs"
La Salamandra,És una roca de les més esveltes de la secció del Montgròs té una impressionant aresta Brucs que recorda la cua d’una salamandra. S'escalà per primera vegada l'any 1936 per Puig i Galofré.
L'Esfinx del Montgròs,És una roca situada a l'Oest del turó del Montgròs i que es destaca per la seva semblança a una esfinx.
Mirador del coll de Mosset,Petit turó situat damunt del torrent del Migdia a l'entrada superior del Joc de l'Oca. David Hita indica que el camí que discorre entre el torrent del Migdia i el coll de la Palomera passa pel seu coll.
Pedestal de la Roca Plana dels Llamps,És un turo rocallós força arrodonit situat entre el Montgròs i la roca Plana dels Llamps
Plec de Llibre - Miniplec,Petit plec situat a la base del Plec de llibre inferior al damunt del torrent del Migdia.
Plec de Llibre - Plec de l'Ignasi,Continuant per la carena dels Plecs en direcció est i després del plec 220 s’arriba a la roca 221 identificada per David Hita com a Plec de l’Ignasi.
Plec de Llibre - Plec d'en Ballart,Descendit una mica més per la carena dels Plecs després del Plec 219 s'arriba al plec 220 nomenat per David Hita com a Plec d’en Ballart.
Plec de Llibre - Plec d'en Manolo,"Aquest plec forma part de les curioses formacions rocoses adossades a la cara sud-oest del turó del Montgròs per damunt del torrent del Migdia. Són una sèrie d’esperons rocosos que segueixen un rigorós ordre que donen la impressió de ser els plecs d’un llibre gegantí. La primera roca, la més veïna del turó del Montgròs és la cota 218. David Hita l’ha anomenat Plec de la Martina."
Plec de Llibre - Plec d'en Martina,Seguint la carena dels Plecs en direcció est es va a parar a un coll i tot seguir a la cota 219. David Hita denomina aquesta roca com Plec d’en Manolo.
Plec de Llibre - Plec estret,Dins del conjunt de les roques del Plec del Llibre a continuació de cota 221 i en direcció est hi ha la roca 222 nomenada per David Hita com a Plec estret.
Plec de Llibre Inferior,És l’agulla més extrema i baixa del conjunt que formen el Plec del Llibre. Està tocant a la canal del Migdia. La primera ascensió la feren J.Vendrell i J. Trullols el 18 de maig de 1952.
Plec de Llibre Superior,"Al final de la carena de roques que formen el Plec del Llibre es troba l'altiva torre del Plec Superior que domina el torrent del Migdia. La primera ascensió es feu el 13 juliol de 1942 per Carles Balaguer, Pere Bosquets, L. Balaguer i J.Tarragó."
Plec del Montgròs - Plec del Mig,Aquest plec forma part d'un conjunt rocósa la part inferior de l'entorn del Montgròs i cauen esglaonadament sobre el torrent del Migdia.
Plec del Montgròs - Plec del Pi o Est,Aquest plec forma part d'un conjunt rocós a la part inferior de l'entorn del Montgròs i cauen esglaonadament sobre el torrent del Migdia.
Plec del Montgròs - Plec Oest,Aquest plec forma part d'un conjunt rocós a la part inferior de l'entorn del Montgròs i cauen esglaonadament sobre el torrent del Migdia. El Plec del Pi és el que presenta un caràcter més individualitzat
Roca de l'Amistat,Roca solitària situada immediantament després del serradet dels Amics del Sol en direcció oest.
Roca del collet de la Creu,Roca situada molt a prop del camí que va del Montgròs al coll de les Comes. Està a prop de la creu de ferro que es troba a la cara oest de la roca Plana dels Llamps.
Roca del Grau,"És la primera punta d’una cadena rocosa que neix al torrent del Migdia i acaba en la Salamandra. Quan al camí que va de la Font de la Cadireta al Montgròs passa per una bretxa, juts en aquest indret, la roca del Grau queda damunt a l’esquerra"
Roca d'en Farrey,Agulla al costat nord de la Roca de la Cajoleta
Roca Plana dels Llamps,"És tracta d'una roca d'una gran esveltesa per tots els costats. Té una paret sud-est realment impressionant per raó de la gran quantitat de balmes que presenta. Anys enrere fou anomenada Gran Fatxa i avui se la coneix també pel Cap del Montgròs. Josep Barberà considera que ha de prevaldre el nom de roca Plana dels Llamps perquè és més antic. És uns dels monòlits de referència i un dels més antics escalats a Montserrat. La seva primera ascensió data de 1924. Rep el seu nom perquè  la seva important cara est, tota vertical, està plena d’enormes fissures com si haguessin estat fetes pels impactes dels llamps."
Roca Veïna a la dreta de la Salamandra,Aquesta roca es troba a la dreta de la roca de la Salamandra i a la carena crestejada que va del torrent del Migdia a l'esmentada roca de la Salamandra. Josep Barberà i Vicenç Soto la pujaren per primera vegada el 26 de juny de 1970.
Roca Veina de l'esquerra de la Salamandra,Està per sota de la Salamandra en la cara oest d'aquesta. La primera ascensió la feren el 24 de juny Vicenç Soto i Josep barberà el 24 de juny de 1970.
Serradet dels Amics del Sol,És un petit serrat que neix a prop de l'extrem sud del serrat del Patufet i progressa vers l'Oest amb quatre puntes rocoses ben identificades.
Turó del Montgròs,"Enorme turó, d'aparença semblant a un gran massís, situat al bell mig de la muntanya de Montserrat. El cim del turó és molt planer i de grans dimensions. Com diu David Hita aquest cim convida al descans i la contemplació. El Montgròs, per la seva situació i alçària domina pràcticament tota la muntanya. Des del cim el panorama és realment majestuós. L’ascensió normal al cim la feu un grup de persones l’any 1880 sota la direcció de Cèsar August Torras."
Paret de Migdia,"Notable i impressionant paret situada entre la Salamandra i la canal dels Micos. En aquesta paret existeix la mítica via Interlaken oberta per Fermín de Martín, Jordi Crespo i J. Noguera. En algunes referències posteriors a les primeres citacions se l'esmenta com a Paret del Migdia."
Agulla de l’Albert Iglesias,Diu en Josep barberà que no es podia deixar de dedicar una roca a aquest home que féu de l’escalada montserratina una gran vocació. L’agulla es troba per sobre del Pinetell.
Agulla del Misto,"Esbelta agulla que acaba amb una bola, situada al nord del Pont Natural de Collbató i separada per una àmplia capa de vegetació."
Agulleta del Pont Natural de Collbató,"Situat a la part inferior de la serra de les Garrigoses, al SO. En Manel Punsola li ha donat el número 648."
Cap de la Llisa,Roca que es troba al capdamunt del conjunt d’agulles i roques agrupades entorn de la Roca Llisa. Manel Punsolà l’ha numerat com 927
Contrafort de les Bateries,"Seguint amunt pel camí de les Bateries i abans d’arribar al coll de les Garrigoses, cal davallar per una pelada carena en direcció S. fins arribar al coll d’aquesta roca, al cim de la qual es puja amb una curta grimpada."
Contrafort del Pont Natural de Collbató,Roca situada a tocar de la cara est del Pont natural de Collbató
Cota 499 G – Serrat de les Garrigoses,"En el camí de les Bateries es troba el coll de les Garrigoses. Cal baixar-hi i pujar el primer turó que trobem, que és la cota 499 H."
Cota 499 I – Serrat de les Garrigoses,"Des del cim del turó més elevat del serrat de les Garrigoses, baixem en direcció SE. i anem a parar en un coll des del qual ascendim aquesta roca i més avall hi ha un turó, el darrer de la serra."
